"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__HGM13222",0,0,0,0,0,0,0,0,0,0,0,0,0.00057999942000058,0.000673002692010768,0.0003160015800079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae|g__Anaerofustis",0,0,0,0,0,0,0,0,0,0.000194001164006984,0,0,0,0,0,0,0.000338002704021632,0,0,0,0,0.000247999256002232,0,0,0,0,0,0,0,0,0,0,0,0.00078000312001248
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UBA644|g__Geddesella",0,0,0,0,0,0,0.000190999809000191,6.7999524003332e-05,6.8999931000069e-05,0,0,0,0,0.00030500122000488,0.000117000585002925,0,0,0,0,0.000724007240072401,0,0,0,0,0,0,0,0,8e-05,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__Enorma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000257999226002322,0,0,0,0.000457998626004122,0,0,0.000805,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__CAG-557",0,0,0,0,0,0,0.00151999848000152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__CAJPNN01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000920999079000921,0.000589000589000589,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Hafnia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148999255003725,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CALXCR01",0,0.000166001494013446,0,0,0,0,0.000296999703000297,3.999972000196e-05,0,0,0,0,0,0,0,0,0,0,0,0.000589005890058901,8.6999565002175e-05,0.000108999673000981,0,6.200031000155e-05,0,0,0,0,0.000124,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__QALW01|g__Neochristensenella",0,9.70008730078571e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001080010800108,0,0.000122999631001107,0,0.000127000635003175,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_G|c__DTU025|o__DTUO25|f__HGM14224|g__HGM14224",0,0,0,0,0,0,0.000153999846000154,0,0.000158999841000159,0.000116000696004176,0.000469,0,0,0,9.3000465002325e-05,0,0,0,0,0.000140001400014,0,0,0,9.000045000225e-05,0,0,0,0,0.000188,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Pumilibacteraceae|g__Neoclostridium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000387001935009675,0,0,0,0,0.000531005310053101,0,0,0,0.000477002385011925,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__QAKW01|g__RGIG9041",0,0,0,0,0,0,0,0,0.000146999853000147,0,0.000344,0,0,0,0,0,0,0,0,0,0,0.000112999661001017,0,0.000361001805009025,0,0,0,0,0.000422,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faecivivens",0.000391999608000392,0,6.40003200016e-05,0,7.7e-05,0,9.2999907000093e-05,0,0,0.000149000894005364,7.9e-05,0.000132999867000133,0,0,0,0,0,0,0,0,0,0,0.000267997856017152,0,0,0,0,0,0.000126,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__DXYV01",0.000174999825000175,0.000172001548013932,0.000471002355011775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056000224000896
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__Treponemataceae|g__Treponema_D",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003840019200096,0,0.000857999142000858,0.000131000131000131,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactiplantibacillus",0,0,8.9000445002225e-05,0,0,0.00128399486402054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__UMGS1820",0,0.000385003465031185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000618006180061801,0,0,0,0.0003400017000085,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Absicoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013420134201342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Aphodovivens",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000654002616010464,0.0006880034400172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Metaruminococcus_A",0,0,0,0,0,0,0,0,0,0.000208001248007488,0.000219,0.000350999649000351,0,0,0,0,0,0,0,0,8.79995600022e-05,0,0,0,0,0.000135999592001224,0,0,0,0,0,0,0,0.00031000124000496
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Zongyangia",0,0,9.1000455002275e-05,0,0,0,7.0999929000071e-05,0,0,0.00023000138000828,0,0.000143999856000144,0.000110999889000111,0,0,0,0,0,0,0.0001790017900179,0.000278998605006975,0,0,0,0,0.000105999682000954,0,0,9.7e-05,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__Excrementavichristensenella",0,0,0,0,0,0,0,0,0,9.4000564003384e-05,0.000441,0.00076999923000077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Oxalobacter",0,0,0,0,0.000315,3.999984000064e-05,6.8999931000069e-05,0.000358997487017591,0,0,0,0,0,0,0,0,0,0,0,0,0.000128999355003225,0,0,0.000159000795003975,0,0,0,0,0.000228,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__UMGS416|g__Parachristensenella",0,0,0,0,0.000128,0,0,0,0,0.000209001254007524,0.000209,0.00048999951000049,0,0,0,0,0,0,0,0.0002030020300203,5.8999705001475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Merdivicinus",0,0.000457004113037017,0,0,0,0,0.000106999893000107,0,0.00016999983000017,0,0,0,0,0.000101000404001616,0,0,0,0,0,0.0003040030400304,0.0001439992800036,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UMGS1783|g__UMGS1783",0,0,0,0,0,0,0.000381999618000382,0,0.000308999691000309,0,0,0,0,0,0,0,0,0,0,0.0003950039500395,0,0,0,0,0,0,0,0,0.000184,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Avoscillospira_A",0,0.000124001116010044,0,0,0,0,3.2999967000033e-05,0,0,0.000438002628015768,0,0.000237999762000238,0.00013999986000014,0,0,0,0,0,0,0,0,9.99997000009e-05,0,0,0,0,0,0,0,0,0,0,0,0.000192000768003072
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium_C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000757997726006822,0,0.000501998494004518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanoperiomorbaceae|g__Nanoperiomorbus",0,0,0,0,0,0,0,0,0.000130999869000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051800259001295,0,0.000320999679000321,0.000272000272000272,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__SDRK01|g__SDRK01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123800619003095,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Lepagella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313997488020096,0.00091000455002275,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__Fimadaptatus",0,0,0,0,0,0,0,0,0.000108999891000109,0,0,0,0,0,0,0,0,0,0,7.60007600076001e-05,0,0,0.00053999568003456,0.0002080010400052,0,0,0,0,0.000285,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Leuconostoc",0,0,0.00013800069000345,0,0,0,0,0,0.000818999181000819,0,0.000248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__Firm-10",0,0.000135001215010935,0,0,0,0,0.000552999447000553,0.000200998593009849,0.000308999691000309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Latilactobacillus",0,0,0.000160000800004,0.000292000584001168,8.2e-05,0.000156999372002512,0,8.2999419004067e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Hornefia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000774999225000775,0.0004000004000004,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Pullilachnospira_A",0,0,0,0.000198000396000792,0.000262,3.7999848000608e-05,0.00011999988000012,0.000174998775008575,0.000107999892000108,0,0,0,0,0,0.000159000795003975,0,0,0,0,0.0001090010900109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Brotonthovivens",0.000466999533000467,0,0.0002240011200056,0,0,0,0,0.000133999062006566,0,0,0,0,0,0,0,0,0,0,0,0.0003410034100341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__JAGZHZ01",0.000231999768000232,0.00026000234002106,0.00021400107000535,0,0,0,0.000104999895000105,0.000132999069006517,0.00010999989000011,0,0,0,0,0,0,0,0,0,0,0.0001010010100101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Marinifilaceae|g__Gabonibacter",0,0,0,0,0,0,0.000613999386000614,0.000123999132006076,0.000394999605000395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UBA1740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011310113101131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Massilicoli",0,0,0,0,0,0,0,0,0,0,0.00072,0,0,0,0,0,0,0,0,0.0004110041100411,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000992992056063551,0.000137000685003425,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CALXDZ01",0,0,0,0,0,0,0.000117999882000118,0.000163998852008036,0.000128999871000129,0,0,0,0,0,0,0,0,0,0,0.0001980019800198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482001928007712
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Fimivivens",0,6.4000576005184e-05,0,0,0,0,0,0,0.000314999685000315,0,0,0,0,0,0,0,0,0,0,0.000711007110071101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__RUG11247",0,0,0,0,0,0,0.000364999635000365,0.000132999069006517,0.000368999631000369,0,0,0,0,0,8.7000435002175e-05,0,0,0,0,0,0,0,8.2999336005312e-05,5.000025000125e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01|g__QAMH01",0,0,0,0,0,0.00016999932000272,0,0,0,0,0,0,0.000261999738000262,0,0,0,0,0,0,0,0,0.000306999079002763,8.8999288005696e-05,0,0,0,0,0,0.000249,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__HGM11514|f__HGM11514|g__HGM11514",0,0,0,0,0,0,0,0,0,0,0,0,0.00106499893500107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Avimonas",0,0,0,0,0,0,0.000992999007000993,7.0999503003479e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__RGIG1902",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029000116000464,0.000153000765003825,0,0,0,0,0.000511005110051101,0,0,0,0.000105000525002625,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CAG-138|g__Pelethousia",0,0,0,0,0,0,0,0,0.000348999651000349,0,0,0,0,0,0,0,0,0,0,0.0004160041600416,0,7.0999787000639e-05,0,0,0,0,0,0,0.000222,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus",0,0,0,0,0,0,0,0,0,0,0,0,0.00102899897100103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Sarcina",0,0,0,0,0,0.000222999108003568,0,0,0,0,0,0,0,0,0,0.000383998848003456,0.000111000888007104,0.000296999109002673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__JAGZMM01",0,0,0,0,0,0,0,0,0,0.00014500087000522,0.000331,0.00041999958000042,0,0,0,0,0,0,0,9.90009900099001e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__HGM11327|f__HGM11327|g__HGM11327",0,0,0,0,0,0,0,0,0,0.000149000894005364,0.000248,0.000588999411000589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Diplocloster",0,0,0,0,0.000233,0,0,0,0,0.00013000078000468,0.000183,0.000205999794000206,0,0,0,0,0,0,0,0,0.00020199899000505,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Mobiluncus",0,0,0,0,0,0,0,0,0.000207999792000208,0,0,0.00010999989000011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000485002425012125,0.000135999728000544,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Amedibacillus",0,0,0,0,0,0,0,0,0,0.000393002358014148,0.000245,0.0002999997000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Cuneatibacter",0,0,0,0,0,0,0,0,0,0.000166000996005976,0.000321,0.000352999647000353,0,0,0,0,0,0,0,0,9.59995200024e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Vermiculatibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000893003572014288
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Novisyntrophococcus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00088200441002205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Maliibacteriaceae|g__RGIG9107",0,0.000158001422012798,0,0,0,0,0.000215999784000216,0.000166998831008183,0.000216999783000217,0,0,0,0,0,0.000113000565002825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Gallacutalibacter",0,0,0,0,0,0,9.3999906000094e-05,0.000124999125006125,0.000142999857000143,0,0,0,0,0.000296001184004736,0,0,0,0,0,0,0.000190999045004775,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoflavonifractor_A",0,0,0,0,0,0,0,0,0.000194999805000195,0,0,0.000651999348000652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000457,0,0,0,0,0.000238999761000239,0.000143000143000143,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Merdimmobilis",0,0.000118001062009558,0,0,0,0,0.000126999873000127,0,0,0,0,0,0.000162999837000163,0,0,0,0,0,0,0,0,0,0,0,0,9.3999718000846e-05,0,0,0.000116,0,0,0,0,0.000206000824003296
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__UMGS973",0,0.000486004374039366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010999912000704,0.0002160010800054,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__HGM11417|g__HGM11417",0,0,0,0,0,0,0.000378999621000379,0,0.000147999852000148,0,0,0,5.1999948000052e-05,0,0,0,0,0,0,7.90007900079001e-05,0,0,0,0.000139000695003475,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Cloacibacillus",0,0,0,0,0,0,0,0,0.000248999751000249,0,0,0,0,0.00028000112000448,0,0,0,0,0,0,0.000172999135004325,0,0,8.1000405002025e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae|g__CAJTWN01",0,0.000782007038063343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__V9D3004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000711003555017775,0,0,0,0,0,0,0,0,6.7000335001675e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__JAHZIE01",0,0,0,0,0,0,0,0,0,0,0,0.000355999644000356,0,0,0,0.000123999628001116,0,0,0,0,0.000160999195004025,0,6.499948000416e-05,6.80003400017e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Borkfalkiaceae|g__UMGS621",0,0,0,0,0,0,0,0,0,0,0,0,0.000772999227000773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Fimiplasma",0,0,0,0,0,0,0,0,0,0,0,0.00052999947000053,5.1999948000052e-05,0,0,0,0,0,0,0,0.0001679991600042,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Alectryocaccobium",0.000258999741000259,0,0.000480002400012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_B|c__Dehalobacteriia|o__UBA4068|f__UBA4997|g__JAHZFN01",0,0,0,0,0.000125,0,0.000147999852000148,0,0.000118999881000119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298997608019136,4.80002400012e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__CAKUFI01",0,0,0,0,0,0,0.000128999871000129,0,0,0,0,0,0,0,0,0,0,0,0,0.000609006090060901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae|g__Bradyrhizobium",0,0,0,0,0,0,0,0,0,0,0,0,5.0999949000051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323,0.000177999288002848,5.5e-05,0,0,0,0.000128000128000128,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__HGM12669",0,0,0,0,0,0,0.000257999742000258,0.000208998537010241,0,0,0,0,0,0,0,0,0,0,0,0.0002510025100251,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Aminobacteriaceae|g__Fretibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000511999488000512,0.000189000189000189,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Christensenellaceae|g__QAKS01",0,0,0,0,0,0,0.000168999831000169,0,0.000148999851000149,0,0,0,0,0,0,0,0,0,0,0.0002110021100211,0.0001679991600042,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__HGM11327|f__HGM11327|g__SIG351",0,0,0,0,0,0,0,0,0.000696999303000697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__AWVT01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000522999477000523,0.00017000017000017,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Faeciplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000692006920069201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas_A",0,0,0,0,0,0,0,0,0.000677999322000678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000525995792033664,0.00014200071000355,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-382|g__UBA1206",0,0,0,0,0,0,0,0,0.000663999336000664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
