"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__Mogibacterium",0,0,0,0,0,0,0.00011999988000012,0,0.000103999896000104,0,0,0,0,0,0,0.00015999952000144,0.0004500036000288,0.000146999559001323,0,0,0,0.000416998749003753,0,0,0,0,0.000613,0.00747997008011968,0.000115,0.00532602663013315,0.00108399783200434,0.00104499895500104,0.00074000074000074,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Erysipelotrichales|f__Coprobacillaceae|g__Coprobacillus",0,0,0,0,0.000194,0.000297998808004768,0,0,0,0,0.009595,0.000656999343000657,0,0,0,0,0,0,0.00476600953201906,0.0017320173201732,0.000436997815010925,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Ellagibacter",0.00191599808400192,0.000686006174055566,0.00118200591002955,0,0,0,0.00138099861900138,0.000800994393039249,0.00286099713900286,0,0,0,0,0,0,0,0,0,0,0.0021660216602166,0,0,0.00247798017615859,0.000301001505007525,0.000168998986006084,0.00163899508301475,0,0,0.001809,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Hungatella",0,0,0,0,0.001152,0,0,0,0.000123999876000124,0.000322001932011592,0.000678,0.000144999855000145,0,0.000717002868011472,0,0.00216099351701945,0.00332402659221274,0.00209399371801885,0.00231900463800928,0.0021050210502105,0.00062199689001555,0.00151599545201364,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Lachnoanaerobaculum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00106,0.00225799096803613,0,0.00631403157015785,0.00109599780800438,0.00433799566200434,0.00207800207800208,0
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Oligosphaerales|f__Oligosphaeraceae|g__UBA1724",0.000107999892000108,0.0156891412022708,0.0010240051200256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes_A",0.000217999782000218,0.000763006867061804,5.20002600013e-05,0.000196000392000784,0.002322,0.000208999164003344,0.000471999528000472,0.00100699295104934,0.000833999166000834,0,0,0,6.1999938000062e-05,0.000986003944015776,0.000367001835009175,0.000156999529001413,0.00219301754414035,0.000104999685000945,0.00136200272400545,0.000550005500055001,0.00062999685001575,0.000462998611004167,0,0,0.00113199320804075,0.000295999112002664,0,0,0.001648,0,0,0,0,0.000292001168004672
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Limivicinus",0,0.00214701932317391,0.000149000745003725,0,0,0,0.00153999846000154,0.00457396798222412,0.00322399677600322,0,0,0,0,0.000301001204004816,0.00119400597002985,0.000264999205002385,0.000629005032040256,0.000321999034002898,0,0.000944009440094401,0,0,0.00018499852001184,0.000647003235016175,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__ML615J-28|f__CAG-313|g__CAG-313",0,0,0,0,0,0,0.0003999996000004,0,0.0017039982960017,0,0,0,0,0,0.00158900794503973,0,0,0,0,0.00941809418094181,0,0,0,0.000315001575007875,0,0,0,0,0.00245,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Onthomonas",0,0.000239002151019359,0.0010960054800274,0.000522001044002088,0.000784,0.000311998752004992,0.00101399898600101,0.000345997578016954,0.00211699788300212,0,0,0,0.000494999505000495,0.000826003304013216,0.0007320036600183,0,0,0,0,0.001040010400104,0.0003359983200084,0.000151999544001368,0,0,0,0.00410998767003699,0,0,0.001202,0,0,0,0,0.000212000848003392
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Anaerotruncus",0,0.000155001395012555,0,0.000184000368000736,0.000873,0,0.000145999854000146,4.7999664002352e-05,0.00021999978000022,0.00154800928805573,0.00176,0.00510599489400511,0,0,0,0,0,0,0.00292200584401169,0.0005080050800508,0.00014599927000365,0.000901997294008118,0,7.400037000185e-05,0,0.000336998989003033,0,0,7.6e-05,0,0,0,0,0.000226000904003616
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Tidjanibacter",0,0,0,0,0,0,3.6999963000037e-05,6.3999552003136e-05,8.7999912000088e-05,0,0,0,0,0.00800803203212813,0.00485902429512148,0,0,0,0,0.000567005670056701,0.00097799511002445,0,0,0,0.000118999286004284,0,0,0,0.000278,0,0,0,0,0.00011500046000184
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Enterenecus",0.000652999347000653,0.000363003267029403,0.00118600593002965,0,0,0,0.000277999722000278,0.000248998257012201,0.00113299886700113,0.000637003822022932,0.000641,0.00413499586500413,0.000336999663000337,0,0.0002200011000055,0,0,0,0,0.0011870118701187,0.000414997925010375,0,0,0,0,0.000298999103002691,0,0,0,0,0,0,0,0.00338001352005408
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Treponematales|f__Treponemataceae|g__Treponema",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933004665023325,0.00022999954000092,0.0108929891070109,0.00303000303000303,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Providencia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000156001248009984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148370593482374
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Tannerella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006047,0.00156699373202507,0,0.0039480197400987,0.000171999656000688,0.00125599874400126,0.00196900196900197,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Bianqueaceae|g__Faecimorpha",0,0.000183001647014823,0,5.8000116000232e-05,0.000348,4.0999836000656e-05,0.000295999704000296,0.000388997277019061,0.000551999448000552,0.00130100780604684,0.00474,0.00322799677200323,0.000152999847000153,0.000587002348009392,0.00053400267001335,0,0,0,0,0.0004120041200412,0,0.000320999037002889,0.000375996992024064,0.000211001055005275,0,0.00014999955000135,0,0,0.000326,0,0,0,0,0.000623002492009968
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__RF32|f__CAG-239|g__Scatocola",0,0,0,0.000199000398000796,0.000126,0,0.00212899787100213,7.7999454003822e-05,0.00362699637300363,0,0,0,0.00561499438500561,0,0,0,0,0,0,0,0,0,0,0,0.000501996988018072,0.00220599338201985,0,0,0,0,0,0,0,0.000294001176004704
"k__Bacteria|p__Cyanobacteriota|c__Vampirovibrionia|o__Gastranaerophilales|f__Gastranaerophilaceae|g__CAG-196",0,0,0,0,0,0.00550297798808805,0,0,0,0.00175801054806329,0.001491,0,0.00412799587200413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001769,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Caccovicinus",0,0,0,0,0,0,0,0,8.3999916000084e-05,0.000639003834023004,0.001358,0.000214999785000215,0,0,0,0,0,0,0,0,0.0002639986800066,0.000157999526001422,0,0,0,0,0,0,0,0,0,0,0,0.0110140440561762
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas",0,0,0,0.000301000602001204,0.002849,0.000266998932004272,0.000197999802000198,0,0.00108999891000109,0.00139900839405036,0.001325,0.00344899655100345,0,0,0,0,0,0,0,0.0010940109401094,0.0008519957400213,0.000586998239005283,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Aristaeellaceae|g__Pullichristensenella",0,0.000428003852034668,0,0,0,0,0.000360999639000361,0.000334997655016415,0.00175299824700175,0.000617003702022212,0.003117,0.00314999685000315,0,0,0,0,0,0,0,0.0021070210702107,0.00015399923000385,0.00040999877000369,9.3999248006016e-05,0.000333001665008325,0,0,0,0,0.000508,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__RF32|f__CAG-977|g__CAG-977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013278066390332,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-465|g__CAG-465",0,0.00271802446222016,0,0,0,0,0,0,0,0,0,0,0,0.0038250153000612,0.00649103245516228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Slackia",0.00077999922000078,0.000557005013045117,0.0003160015800079,0,0,0,0,0,0,0,0,0,0,0,0,0.00064999805000585,0.000816006528052224,0.00066999799000603,0,0.0015870158701587,0,0.00016999949000153,0.000465996272029824,8.200041000205e-05,6.5999604002376e-05,0.00240999277002169,0,0.00288598845604618,0.001233,0.00014200071000355,0,0,0.000126000126000126,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Peptostreptococcaceae|g__Romboutsia_E",0,0,0,0,0,0,6.999993000007e-05,0,0,0.00123700742204453,0,0,0,0.000392001568006272,0.0102850514252571,0,0,0,0,0,0,0.000901997294008118,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Parolsenella",0.00193499806500194,0.00207701869316824,0.0025160125800629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580995352037184,0.0002040010200051,0.000296998218010692,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__UBA3818",0.000607999392000608,0.000497004473040257,0.000640003200016,0,0.000195,9.0999636001456e-05,0.000757999242000758,0.000346997571017003,0.000358999641000359,0.00133300799804799,0.00072,0.00177699822300178,0.000216999783000217,0.000481001924007696,0.00080200401002005,0.000200999397001809,0.000523004184033472,0,0,0.000651006510065101,0.00056199719001405,0.000352998941003177,0.000298997608019136,0.0004040020200101,0,0.00024999925000225,0,0,0.000397,0,0,0,0,0.000361001444005776
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Dorea_B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126790253580507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS911",0,0,0,0,0,0,0.000372999627000373,0.000316997781015533,0,0.000686004116024696,0.000499,0.000353999646000354,0.00023999976000024,0.000489001956007824,0.0008520042600213,0.000864997405007785,0.00591204729637837,0.000890997327008019,0,0,0,0,0,0,0,0,0,0,0.000972,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Butyrivibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111369554521782,0,0.00120000600003,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CAG-314|g__CAG-314",0,0.000715006435057915,0,0,0,0,0,0,0,0,0,0,0,0,0.000643003215016075,0,0,0,0,0.00747907479074791,0,0,0,0.0001840009200046,0,0,0,0,0.003297,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__MOL361|f__Turicibacteraceae|g__Turicibacter",0,0.000466004194037746,0.000381001905009525,0,0,0,0.000277999722000278,0.000176998761008673,0,0.0061640369842219,0.00044,0.000160999839000161,0,0,0.0002160010800054,0,0,0,0,0.000621006210062101,0.000102999485002575,0.00142799571601285,0.00144798841609267,0.00029400147000735,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Tissierellales|f__Peptoniphilaceae|g__Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121000242000484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Eggerthellaceae|g__Gordonibacter",0,0,0,0,0,0,0,0.000105999258005194,0.00017999982000018,0.00102700616203697,0.001215,0.0071959928040072,0.000306999693000307,0,0,0,0,0,0,9.70009700097001e-05,0.00036999815000925,0.000823997528007416,0,0,0,0,0,0,3.4e-05,0,0,0,0,0.000736002944011776
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RF39|f__UBA660|g__CAG-533",0,0,0,0,0,0,0.00902899097100903,0.000325997718015974,0,0,0,0,0,0,0.00254901274506373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__CAG-312|g__Merdousia",0.000503999496000504,0.000107000963008667,8.1000405002025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111680558402792,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__UBA4372",0.00228099771900228,0.00262002358021222,0.00168200841004205,0,0,0,0.00147499852500147,0.00245898278712049,0.00128799871200129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Lautropia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006364,0,0,0.00046200231001155,0.00495499009001982,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Anaerovoracaceae|g__CAG-238",0.000810999189000811,0.00133101197910781,0.000593002965014825,0,0,0,0.00223599776400224,0.000986993091048363,0.0014989985010015,0,0,0,0,0.000138000552002208,0.000999004995024975,0,0,0,0,0.0010180101801018,0,0,0.000417996656026752,0.00135400677003385,0,0,0,0,0.000221,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UMGS1071",0,0,0,0,0,0,0.000452999547000453,0.000167998824008232,0.00148799851200149,0.000848005088030528,0.000911,0.000565999434000566,0.00106699893300107,0.00060500242000968,0.00059000295001475,0,0,0,0.00141700283400567,0.0011140111401114,0.00031799841000795,0.000443998668003996,0,0,9.499943000342e-05,0.000523998428004716,0,0,0,0,0,0,0,0.000768003072012288
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__CAG-274|g__CAG-274",0,0,0,0.00141800283600567,0,0.00130399478402086,0,0,0,0.000359002154012924,0,0,0,0,0.00508202541012705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__JAEDAM01|o__Absconditabacterales|f__Absconditicoccaceae|g__HOT-345",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269001345006725,0.0108189783620433,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__UBA1750|g__Spyradocola",5.7999942000058e-05,0.000906008154073387,0.0001920009600048,0,0,0,0.000328999671000329,0.00022999839001127,0.000754999245000755,0.00133700802204813,0.002209,0.0027949972050028,0,0.000328001312005248,8.3000415002075e-05,0,0,0,0,0.0004110041100411,0.000412997935010325,0,6.7999456004352e-05,0.000163000815004075,0,0,0,0,0.000434,0,0,0,0,0.000228000912003648
"k__Bacteria|p__Bacillota_C|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Centipeda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00233,0.00281398874404502,0,0.00416902084510423,0,0.0011009988990011,0.000397000397000397,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__UBA737",0.00163799836200164,0.00384803463231169,0,0,0,0,0.000320999679000321,0.000122999139006027,0.00031999968000032,0,0,0,0,0.00113500454001816,0.000847004235021175,0,0,0,0,0.0010580105801058,0,0,0.00031999744002048,0.000627003135015675,0,0,0,0,0.000103,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__UMGS1312",0,0,0,0,0,0,0.000973999026000974,0.000321997746015778,0.00508199491800508,0,0,0,0,0.000562002248008992,0.000377001885009425,0,0,0,0,0.0025570255702557,0,0,0,0.000120000600003,0,0,0,0,0,0,0,0,0,0
